to_country,juror,a,b,c,d,e,jury_rank,televoting_rank,from_country
Poland,NA,2,16,10,7,22,2 points,14th,Israel
Portugal,NA,23,20,24,21,21,,18th,Israel
Serbia,NA,22,21,9,14,17,,23rd,Israel
Slovenia,NA,14,23,14,18,19,,16th,Israel
Spain,NA,9,12,8,11,14,,19th,Israel
Sweden,NA,3,1,1,3,1,12 points,4 points 7th,Israel
Switzerland,NA,10,6,5,19,10,,15th,Israel
Ukraine,NA,6,4,16,2,8,7 points,8 points 3rd,Israel
United Kingdom,NA,19,25,17,23,23,,22nd,Israel
Albania,NA,22,22,17,25,23,,7 points 4th,Italy
Armenia,NA,6,18,3,5,5,5 points,24th,Italy
Australia,NA,20,19,9,19,16,,23rd,Italy
Austria,NA,10,6,11,8,14,,19th,Italy
Belgium,NA,18,10,4,6,10,2 points,12th,Italy
Croatia,NA,25,16,24,22,21,,4 points 7th,Italy
Cyprus,NA,17,21,5,12,4,,11th,Italy
Czechia,NA,2,5,7,4,8,7 points,2 points 9th,Italy
Estonia,NA,7,20,2,13,2,6 points,20th,Italy
Finland,NA,21,23,18,20,24,,6 points 5th,Italy
France,NA,8,13,15,11,13,,16th,Italy
Germany,NA,19,14,22,24,18,,14th,Italy
Israel,NA,4,1,1,1,15,12 points,5 points 6th,Italy
Lithuania,NA,5,8,10,14,6,3 points,17th,Italy
Moldova,NA,23,25,19,23,20,,12 points 1st,Italy
Norway,NA,24,17,21,21,17,,10 points 2nd,Italy
Poland,NA,15,24,13,17,25,,13th,Italy
Portugal,NA,13,11,12,18,12,,21st,Italy
Serbia,NA,9,4,14,7,11,1 point,15th,Italy
Slovenia,NA,12,7,23,15,7,,18th,Italy
Spain,NA,3,9,16,16,19,,22nd,Italy
Sweden,NA,14,3,6,3,3,8 points,3 points 8th,Italy
Switzerland,NA,16,12,8,2,9,4 points,1 point 10th,Italy
Ukraine,NA,1,2,20,9,1,10 points,8 points 3rd,Italy
United Kingdom,NA,11,15,25,10,22,,25th,Italy
Albania,NA,22,17,23,17,NA,,26th,Latvia
Armenia,NA,6,14,13,7,NA,1 point,17th,Latvia
Australia,NA,7,18,14,23,NA,,13th,Latvia
Austria,NA,12,13,7,18,NA,,21st,Latvia
Belgium,NA,8,15,5,13,NA,2 points,19th,Latvia
Croatia,NA,26,4,20,15,NA,,4 points 7th,Latvia
Cyprus,NA,4,7,16,6,NA,6 points,22nd,Latvia
Czechia,NA,15,16,8,12,NA,,1 point 10th,Latvia
Estonia,NA,1,1,4,2,NA,12 points,6 points 5th,Latvia
Finland,NA,24,11,21,21,NA,,12 points 1st,Latvia
France,NA,23,9,11,9,NA,,14th,Latvia
Germany,NA,21,21,19,22,NA,,12th,Latvia
Israel,NA,9,5,18,4,NA,5 points,5 points 6th,Latvia
Italy,NA,5,6,24,10,NA,3 points,15th,Latvia
Lithuania,NA,2,12,2,8,NA,7 points,10 points 2nd,Latvia
Moldova,NA,11,24,26,24,NA,,11th,Latvia
Norway,NA,18,19,17,25,NA,,3 points 8th,Latvia
Poland,NA,16,20,25,19,NA,,16th,Latvia
Portugal,NA,13,10,9,26,NA,,23rd,Latvia
Serbia,NA,25,25,12,20,NA,,18th,Latvia
Slovenia,NA,20,22,22,16,NA,,2 points 9th,Latvia
Spain,NA,10,2,1,5,NA,8 points,24th,Latvia
Sweden,NA,3,3,3,1,NA,10 points,8 points 3rd,Latvia
Switzerland,NA,14,8,15,14,NA,,20th,Latvia
Ukraine,NA,17,23,6,3,NA,4 points,7 points 4th,Latvia
United Kingdom,NA,19,26,10,11,NA,,25th,Latvia
Albania,NA,22,25,15,25,25,,25th,Lithuania
Armenia,NA,8,17,6,14,18,,21st,Lithuania
Australia,NA,3,19,10,11,6,4 points,11th,Lithuania
Austria,NA,5,12,8,3,2,8 points,18th,Lithuania
Belgium,NA,4,6,7,5,4,7 points,14th,Lithuania
Croatia,NA,6,14,25,24,23,,4 points 7th,Lithuania
Cyprus,NA,19,18,5,16,3,1 point,17th,Lithuania
Czechia,NA,14,23,16,23,21,,16th,Lithuania
Estonia,NA,7,9,3,18,9,5 points,5 points 6th,Lithuania
Finland,NA,13,3,9,8,13,3 points,12 points 1st,Lithuania
France,NA,12,2,11,4,16,6 points,1 point 10th,Lithuania
Germany,NA,18,20,14,9,8,,15th,Lithuania
Israel,NA,1,5,4,6,14,10 points,3 points 8th,Lithuania
Italy,NA,15,4,22,12,7,,6 points 5th,Lithuania
Moldova,NA,21,8,17,15,19,,2 points 9th,Lithuania
Norway,NA,11,24,12,22,22,,13th,Lithuania
Poland,NA,10,7,18,7,12,,8 points 3rd,Lithuania
Portugal,NA,23,10,13,21,17,,23rd,Lithuania
Serbia,NA,25,21,23,13,24,,19th,Lithuania
Slovenia,NA,20,15,24,17,11,,12th,Lithuania
Spain,NA,9,22,21,19,20,,24th,Lithuania
Sweden,NA,2,1,2,1,1,12 points,7 points 4th,Lithuania
Switzerland,NA,16,11,19,20,5,,20th,Lithuania
Ukraine,NA,17,16,1,10,15,2 points,10 points 2nd,Lithuania
United Kingdom,NA,24,13,20,2,10,,22nd,Lithuania
Albania,NA,22,15,20,11,19,,3 points 8th,Malta
Armenia,NA,13,10,9,8,15,,15th,Malta
Australia,NA,12,9,14,16,10,,23rd,Malta
Austria,NA,17,4,13,12,11,1 point,13th,Malta
Belgium,NA,7,16,15,20,13,,20th,Malta
Croatia,NA,26,19,6,22,20,,17th,Malta
Cyprus,NA,9,6,12,6,6,5 points,14th,Malta
Czechia,NA,24,11,21,25,26,,22nd,Malta
Estonia,NA,21,23,23,17,24,,24th,Malta
Finland,NA,2,2,2,4,5,8 points,8 points 3rd,Malta
France,NA,15,17,7,15,18,,1 point 10th,Malta
Germany,NA,25,20,26,24,22,,16th,Malta
Israel,NA,5,3,3,3,3,7 points,6 points 5th,Malta
Italy,NA,1,7,4,1,2,10 points,12 points 1st,Malta
Lithuania,NA,10,18,11,2,9,4 points,19th,Malta
Moldova,NA,14,21,22,18,23,,18th,Malta
Norway,NA,8,8,5,10,17,2 points,7 points 4th,Malta
Poland,NA,20,25,17,23,14,,12th,Malta
Portugal,NA,6,22,18,5,7,3 points,25th,Malta
Serbia,NA,19,26,24,26,12,,2 points 9th,Malta
Slovenia,NA,23,13,25,21,21,,21st,Malta
Spain,NA,16,24,19,14,25,,26th,Malta
Sweden,NA,3,1,1,9,1,12 points,10 points 2nd,Malta
Switzerland,NA,4,5,8,7,4,6 points,11th,Malta
Ukraine,NA,11,12,10,13,8,,5 points 6th,Malta
United Kingdom,NA,18,14,16,19,16,,4 points 7th,Malta
Albania,NA,12,16,8,4,12,1 point,22nd,Moldova
Armenia,NA,10,2,7,13,14,2 points,2 points 9th,Moldova
Australia,NA,5,6,11,5,5,5 points,16th,Moldova
Austria,NA,21,13,17,16,7,,15th,Moldova
Belgium,NA,19,17,12,12,15,,24th,Moldova
Croatia,NA,23,25,24,19,13,,11th,Moldova
Cyprus,NA,11,15,6,2,6,4 points,3 points 8th,Moldova
Czechia,NA,18,12,16,10,16,,1 point 10th,Moldova
Estonia,NA,6,4,5,8,4,7 points,19th,Moldova
Finland,NA,20,21,25,25,17,,7 points 4th,Moldova
France,NA,25,22,22,18,10,,12th,Moldova
Germany,NA,14,18,14,22,23,,20th,Moldova
Israel,NA,9,5,13,14,21,,10 points 2nd,Moldova
Italy,NA,4,3,2,3,3,10 points,5 points 6th,Moldova
Lithuania,NA,22,14,19,24,22,,18th,Moldova
Norway,NA,8,11,18,20,18,,6 points 5th,Moldova
Poland,NA,13,24,20,15,8,,4 points 7th,Moldova
Portugal,NA,3,9,1,9,11,8 points,17th,Moldova
Serbia,NA,24,23,21,23,24,,23rd,Moldova
Slovenia,NA,15,19,10,21,20,,14th,Moldova
Spain,NA,17,7,4,6,9,3 points,21st,Moldova
Sweden,NA,2,1,3,1,1,12 points,8 points 3rd,Moldova
Switzerland,NA,7,8,9,7,25,,13th,Moldova
Ukraine,NA,1,10,15,11,2,6 points,12 points 1st,Moldova
United Kingdom,NA,16,20,23,17,19,,25th,Moldova
Albania,NA,14,13,16,15,18,,24th,Netherlands
Armenia,NA,6,19,14,17,12,,14th,Netherlands
Australia,NA,20,10,9,22,16,,1 point 10th,Netherlands
Austria,NA,3,20,7,13,25,1 point,4 points 7th,Netherlands
Belgium,NA,10,11,8,8,5,4 points,10 points 2nd,Netherlands
Croatia,NA,22,5,26,24,14,,13th,Netherlands
Cyprus,NA,23,21,21,10,17,,23rd,Netherlands
Czechia,NA,2,2,18,1,19,8 points,16th,Netherlands
Estonia,NA,13,6,10,20,8,,5 points 6th,Netherlands
Finland,NA,5,3,4,2,2,10 points,12 points 1st,Netherlands
France,NA,7,18,3,19,9,3 points,11th,Netherlands
Germany,NA,18,22,24,16,23,,17th,Netherlands
Israel,NA,11,12,15,9,3,2 points,6 points 5th,Netherlands
Italy,NA,17,8,12,23,11,,3 points 8th,Netherlands
Lithuania,NA,16,14,17,11,13,,20th,Netherlands
Moldova,NA,25,24,19,18,21,,22nd,Netherlands
Norway,NA,8,17,13,12,6,,7 points 4th,Netherlands
Poland,NA,26,25,20,14,20,,2 points 9th,Netherlands
Portugal,NA,9,9,6,4,7,5 points,19th,Netherlands
Serbia,NA,19,4,25,6,15,,25th,Netherlands
Slovenia,NA,15,26,22,26,24,,15th,Netherlands
Spain,NA,1,7,5,5,10,7 points,21st,Netherlands
Sweden,NA,4,1,1,7,1,12 points,8 points 3rd,Netherlands
Switzerland,NA,12,16,2,3,4,6 points,18th,Netherlands
Ukraine,NA,21,15,11,25,22,,12th,Netherlands
United Kingdom,NA,24,23,23,21,26,,26th,Netherlands
Albania,NA,16,20,20,23,18,,16th,Norway
Armenia,NA,20,13,22,14,20,,25th,Norway
Australia,NA,3,16,4,15,13,5 points,15th,Norway
Austria,NA,19,22,8,21,4,,19th,Norway
Belgium,NA,12,18,17,20,12,,4 points 7th,Norway
Croatia,NA,24,25,24,13,24,,11th,Norway
Cyprus,NA,11,2,3,17,11,7 points,2 points 9th,Norway
Czechia,NA,21,5,19,8,5,4 points,14th,Norway
Estonia,NA,13,11,21,22,7,,18th,Norway
Finland,NA,1,1,2,1,2,12 points,12 points 1st,Norway
France,NA,7,15,11,19,19,,8 points 3rd,Norway
Germany,NA,25,6,6,10,14,,17th,Norway
Israel,NA,8,12,5,12,10,3 points,3 points 8th,Norway
Italy,NA,6,4,7,5,17,6 points,7 points 4th,Norway
Lithuania,NA,18,9,9,24,15,,13th,Norway
Moldova,NA,4,7,12,3,1,8 points,12th,Norway
Poland,NA,15,21,14,18,9,,6 points 5th,Norway
Portugal,NA,10,8,23,16,16,,24th,Norway
Serbia,NA,22,14,16,7,6,,20th,Norway
Slovenia,NA,14,23,13,11,23,,22nd,Norway
Spain,NA,9,24,18,4,8,1 point,23rd,Norway
Sweden,NA,2,3,1,2,3,10 points,10 points 2nd,Norway
Switzerland,NA,5,10,15,6,22,2 points,5 points 6th,Norway
Ukraine,NA,23,17,25,9,21,,1 point 10th,Norway
United Kingdom,NA,17,19,10,25,25,,21st,Norway
Albania,NA,19,17,23,25,20,,24th,Poland
Armenia,NA,10,12,6,12,8,1 point,14th,Poland
Australia,NA,7,4,14,5,5,4 points,19th,Poland
Austria,NA,11,8,16,8,12,,17th,Poland
Belgium,NA,12,3,15,3,3,5 points,18th,Poland
Croatia,NA,22,25,25,24,25,,6 points 5th,Poland
Cyprus,NA,1,5,3,14,1,10 points,4 points 7th,Poland
Czechia,NA,17,18,13,16,16,,3 points 8th,Poland
Estonia,NA,4,1,4,4,6,8 points,20th,Poland
Finland,NA,20,24,22,23,24,,10 points 2nd,Poland
France,NA,18,13,12,6,18,,13th,Poland
Germany,NA,25,22,24,20,14,,16th,Poland
Israel,NA,2,2,2,10,2,12 points,5 points 6th,Poland
Italy,NA,5,6,5,2,10,6 points,11th,Poland
Lithuania,NA,8,14,9,7,4,3 points,1 point 10th,Poland
Moldova,NA,24,19,21,22,21,,12th,Poland
Norway,NA,9,16,11,17,13,,8 points 3rd,Poland
Portugal,NA,15,20,19,13,19,,25th,Poland
Serbia,NA,13,23,18,19,23,,21st,Poland
Slovenia,NA,23,11,8,21,22,,2 points 9th,Poland
Spain,NA,16,9,10,11,17,,22nd,Poland
Sweden,NA,3,10,1,1,11,7 points,7 points 4th,Poland
Switzerland,NA,6,7,17,15,7,2 points,15th,Poland
Ukraine,NA,14,15,7,18,15,,12 points 1st,Poland
United Kingdom,NA,21,21,20,9,9,,23rd,Poland
Albania,NA,18,24,24,15,5,,25th,Portugal
Armenia,NA,17,15,13,23,10,,24th,Portugal
Australia,NA,1,2,7,3,1,12 points,18th,Portugal
Austria,NA,16,12,14,16,8,,20th,Portugal
Belgium,NA,7,10,4,2,2,6 points,1 point 10th,Portugal
Croatia,NA,9,6,15,10,4,3 points,15th,Portugal
Cyprus,NA,11,13,11,17,24,,12th,Portugal
Czechia,NA,2,4,3,8,6,7 points,14th,Portugal
Estonia,NA,5,7,2,5,3,8 points,21st,Portugal
Finland,NA,24,22,20,4,12,,10 points 2nd,Portugal
France,NA,13,18,8,13,21,,2 points 9th,Portugal
Germany,NA,19,16,23,20,23,,13th,Portugal
Israel,NA,20,23,18,24,16,,5 points 6th,Portugal
Italy,NA,15,14,10,9,18,,6 points 5th,Portugal
Lithuania,NA,12,20,19,18,22,,19th,Portugal
Moldova,NA,23,19,22,6,15,,8 points 3rd,Portugal
Norway,NA,14,8,12,7,19,1 point,4 points 7th,Portugal
Poland,NA,25,25,25,25,25,,17th,Portugal
Serbia,NA,4,5,6,14,7,4 points,23rd,Portugal
Slovenia,NA,10,17,16,19,20,,16th,Portugal
Spain,NA,3,1,1,11,9,10 points,3 points 8th,Portugal
Sweden,NA,8,3,5,1,17,5 points,7 points 4th,Portugal
Switzerland,NA,6,9,9,12,11,2 points,11th,Portugal
Ukraine,NA,21,11,17,21,14,,12 points 1st,Portugal
United Kingdom,NA,22,21,21,22,13,,22nd,Portugal
Albania,NA,6,11,6,4,9,5 points,20th,Romania
Armenia,NA,16,9,7,11,24,,12th,Romania
Australia,NA,1,22,14,15,23,3 points,18th,Romania
Austria,NA,26,21,21,24,13,,21st,Romania
Belgium,NA,2,15,12,14,17,2 points,25th,Romania
Croatia,NA,24,26,23,26,26,,14th,Romania
Cyprus,NA,7,17,9,3,5,6 points,1 point 10th,Romania
Czechia,NA,14,16,15,19,22,,15th,Romania
Estonia,NA,9,2,4,2,15,8 points,23rd,Romania
Finland,NA,21,20,24,25,2,,10 points 2nd,Romania
France,NA,11,12,20,17,11,,3 points 8th,Romania
Germany,NA,5,25,26,16,19,,11th,Romania
Israel,NA,17,14,3,13,7,4 points,6 points 5th,Romania
Italy,NA,4,1,1,1,4,12 points,7 points 4th,Romania
Lithuania,NA,12,3,10,18,25,,26th,Romania
Moldova,NA,8,4,5,12,3,7 points,12 points 1st,Romania
Norway,NA,20,10,13,10,12,,5 points 6th,Romania
Poland,NA,13,8,19,8,6,1 point,16th,Romania
Portugal,NA,19,24,8,9,10,,22nd,Romania
Serbia,NA,22,23,25,23,21,,17th,Romania
Slovenia,NA,23,19,22,21,18,,2 points 9th,Romania
Spain,NA,18,18,18,6,20,,13th,Romania
Sweden,NA,3,13,2,5,1,10 points,8 points 3rd,Romania
Switzerland,NA,25,7,16,7,14,,19th,Romania
Ukraine,NA,15,5,17,20,16,,4 points 7th,Romania
United Kingdom,NA,10,6,11,22,8,,24th,Romania
Albania,NA,5,17,7,13,12,,18th,San Marino
Armenia,NA,15,7,15,18,6,,12th,San Marino
Australia,NA,7,18,5,11,3,5 points,23rd,San Marino
Austria,NA,11,13,2,5,5,6 points,17th,San Marino
Belgium,NA,3,8,1,16,14,7 points,14th,San Marino
Croatia,NA,21,23,11,25,26,,16th,San Marino
Cyprus,NA,13,9,13,9,9,,5 points 6th,San Marino
Czechia,NA,17,14,19,10,18,,19th,San Marino
Estonia,NA,2,16,6,2,2,10 points,25th,San Marino
Finland,NA,24,25,26,24,24,,12 points 1st,San Marino
France,NA,25,10,20,7,17,,11th,San Marino
Germany,NA,26,22,25,22,15,,20th,San Marino
Israel,NA,9,11,21,8,20,,10 points 2nd,San Marino
Italy,NA,1,1,3,1,1,12 points,7 points 4th,San Marino
Lithuania,NA,6,5,4,3,4,8 points,2 points 9th,San Marino
Moldova,NA,4,4,10,17,21,3 points,3 points 8th,San Marino
Norway,NA,10,21,17,4,7,1 point,4 points 7th,San Marino
Poland,NA,8,15,8,15,13,,1 point 10th,San Marino
Portugal,NA,23,20,18,14,10,,26th,San Marino
Serbia,NA,22,26,24,19,11,,24th,San Marino
Slovenia,NA,16,12,9,26,25,,22nd,San Marino
Spain,NA,14,2,14,12,19,2 points,21st,San Marino
Sweden,NA,12,3,12,6,8,4 points,8 points 3rd,San Marino
Switzerland,NA,20,19,23,21,22,,15th,San Marino
Ukraine,NA,19,6,22,20,16,,6 points 5th,San Marino
United Kingdom,NA,18,24,16,23,23,,13th,San Marino
Albania,NA,25,25,25,25,25,,12th,Serbia
Armenia,NA,9,11,9,12,10,,16th,Serbia
Australia,NA,18,21,23,23,24,,22nd,Serbia
Austria,NA,3,7,6,2,19,6 points,3 points 8th,Serbia
Belgium,NA,10,10,15,13,14,,21st,Serbia
Croatia,NA,5,6,4,4,2,8 points,10 points 2nd,Serbia
Cyprus,NA,16,17,16,7,8,,15th,Serbia
Czechia,NA,8,14,8,9,11,1 point,4 points 7th,Serbia
Estonia,NA,19,22,18,19,23,,20th,Serbia
Finland,NA,2,3,3,20,4,7 points,12 points 1st,Serbia
France,NA,7,5,7,10,5,4 points,1 point 10th,Serbia
Germany,NA,24,23,24,21,22,,17th,Serbia
Israel,NA,4,1,2,3,3,10 points,7 points 4th,Serbia
Italy,NA,11,9,10,8,9,2 points,2 points 9th,Serbia
Lithuania,NA,20,16,22,11,12,,25th,Serbia
Moldova,NA,21,24,12,14,17,,11th,Serbia
Norway,NA,17,20,14,17,16,,5 points 6th,Serbia
Poland,NA,23,15,19,22,21,,13th,Serbia
Portugal,NA,22,19,20,24,15,,19th,Serbia
Slovenia,NA,1,2,1,1,1,12 points,8 points 3rd,Serbia
Spain,NA,6,12,11,6,6,3 points,14th,Serbia
Sweden,NA,15,4,5,5,7,5 points,6 points 5th,Serbia
Switzerland,NA,12,18,17,15,13,,18th,Serbia
Ukraine,NA,14,13,13,18,18,,24th,Serbia
United Kingdom,NA,13,8,21,16,20,,23rd,Serbia
Albania,NA,18,19,13,22,17,,7 points 4th,Slovenia
Armenia,NA,5,9,7,13,22,,22nd,Slovenia
Australia,NA,9,17,2,19,4,4 points,19th,Slovenia
Austria,NA,4,7,12,5,11,3 points,17th,Slovenia
Belgium,NA,10,16,1,6,13,5 points,2 points 9th,Slovenia
Croatia,NA,17,24,5,11,5,,12 points 1st,Slovenia
Cyprus,NA,19,4,19,9,8,,16th,Slovenia
Czechia,NA,3,10,4,7,23,6 points,12th,Slovenia
Estonia,NA,11,2,3,4,2,10 points,20th,Slovenia
Finland,NA,12,18,20,8,6,,10 points 2nd,Slovenia
France,NA,13,14,8,25,18,,3 points 8th,Slovenia
Germany,NA,23,22,10,20,14,,18th,Slovenia
Israel,NA,20,5,23,18,16,,11th,Slovenia
Italy,NA,1,6,16,1,1,12 points,8 points 3rd,Slovenia
Lithuania,NA,14,1,6,3,12,8 points,23rd,Slovenia
Moldova,NA,15,25,21,12,25,,14th,Slovenia
Norway,NA,7,21,24,17,21,,5 points 6th,Slovenia
Poland,NA,22,11,25,24,10,,1 point 10th,Slovenia
Portugal,NA,21,15,14,14,9,,21st,Slovenia
Serbia,NA,24,20,18,21,20,,6 points 5th,Slovenia
Spain,NA,2,13,9,15,19,2 points,24th,Slovenia
Sweden,NA,8,8,11,2,3,7 points,4 points 7th,Slovenia
Switzerland,NA,25,3,17,10,7,1 point,15th,Slovenia
Ukraine,NA,6,23,15,16,15,,13th,Slovenia
United Kingdom,NA,16,12,22,23,24,,25th,Slovenia
Albania,NA,19,19,16,16,18,,25th,Spain
Armenia,NA,9,8,5,8,6,3 points,2 points 9th,Spain
Australia,NA,16,10,12,10,22,,22nd,Spain
Austria,NA,14,16,15,13,17,,18th,Spain
Belgium,NA,12,6,4,3,12,4 points,3 points 8th,Spain
Croatia,NA,25,25,19,9,25,,17th,Spain
Cyprus,NA,11,11,13,22,5,,15th,Spain
Czechia,NA,23,20,20,18,15,,21st,Spain
Estonia,NA,6,4,8,6,4,7 points,23rd,Spain
Finland,NA,24,9,25,4,14,1 point,12 points 1st,Spain
France,NA,4,5,6,11,7,5 points,12th,Spain
Germany,NA,10,15,22,21,21,,14th,Spain
Israel,NA,2,2,7,5,3,8 points,7 points 4th,Spain
Italy,NA,7,3,2,2,2,10 points,6 points 5th,Spain
Lithuania,NA,13,18,11,20,16,,16th,Spain
Moldova,NA,21,24,23,17,19,,1 point 10th,Spain
Norway,NA,5,7,21,12,10,2 points,8 points 3rd,Spain
Poland,NA,17,23,18,24,20,,11th,Spain
Portugal,NA,3,13,3,7,13,6 points,4 points 7th,Spain
Serbia,NA,20,21,24,15,23,,24th,Spain
Slovenia,NA,22,22,10,25,24,,13th,Spain
Sweden,NA,1,1,1,1,1,12 points,5 points 6th,Spain
Switzerland,NA,8,17,14,19,8,,19th,Spain
Ukraine,NA,18,14,17,23,9,,10 points 2nd,Spain
United Kingdom,NA,15,12,9,14,11,,20th,Spain
Albania,NA,25,14,24,23,25,,16th,Sweden
Armenia,NA,12,24,7,7,19,,22nd,Sweden
Australia,NA,11,15,8,14,17,,1 point 10th,Sweden
Austria,NA,9,23,21,19,14,,21st,Sweden
Belgium,NA,18,2,23,13,13,,7 points 4th,Sweden
Croatia,NA,24,18,25,25,6,,5 points 6th,Sweden
Cyprus,NA,15,10,4,9,11,1 point,12th,Sweden
Czechia,NA,10,11,12,2,21,3 points,3 points 8th,Sweden
Estonia,NA,16,12,5,4,24,2 points,15th,Sweden
Finland,NA,2,1,3,3,1,12 points,12 points 1st,Sweden
France,NA,1,13,10,1,2,10 points,2 points 9th,Sweden
Germany,NA,20,22,20,17,15,,20th,Sweden
Israel,NA,7,4,11,20,8,5 points,17th,Sweden
Italy,NA,3,16,1,6,4,7 points,6 points 5th,Sweden
Lithuania,NA,22,21,19,15,18,,18th,Sweden
Moldova,NA,6,5,14,10,22,,13th,Sweden
Norway,NA,4,3,6,5,3,8 points,10 points 2nd,Sweden
Poland,NA,21,25,9,22,12,,11th,Sweden
Portugal,NA,13,20,18,21,16,,23rd,Sweden
Serbia,NA,23,9,22,24,23,,14th,Sweden
Slovenia,NA,19,7,16,16,20,,19th,Sweden
Spain,NA,14,17,17,11,10,,25th,Sweden
Switzerland,NA,5,8,2,8,9,6 points,8 points 3rd,Sweden
Ukraine,NA,17,19,13,18,7,,4 points 7th,Sweden
United Kingdom,NA,8,6,15,12,5,4 points,24th,Sweden
Albania,NA,22,11,12,21,15,,12 points 1st,Switzerland
Armenia,NA,13,2,3,22,10,5 points,24th,Switzerland
Australia,NA,3,17,8,7,20,2 points,21st,Switzerland
Austria,NA,1,8,7,3,5,7 points,11th,Switzerland
Belgium,NA,18,21,6,8,14,,13th,Switzerland
Croatia,NA,24,25,23,20,25,,6 points 5th,Switzerland
Cyprus,NA,5,14,17,16,12,,15th,Switzerland
Czechia,NA,12,7,1,4,2,12 points,17th,Switzerland
Estonia,NA,7,6,14,1,1,10 points,22nd,Switzerland
Finland,NA,25,9,19,23,6,,8 points 3rd,Switzerland
France,NA,8,23,15,13,11,,14th,Switzerland
Germany,NA,17,24,25,24,21,,4 points 7th,Switzerland
Israel,NA,6,10,5,17,9,1 point,3 points 8th,Switzerland
Italy,NA,21,1,2,2,13,8 points,10 points 2nd,Switzerland
Lithuania,NA,10,13,22,10,18,,18th,Switzerland
Moldova,NA,9,20,10,15,16,,16th,Switzerland
Norway,NA,20,4,9,9,3,4 points,2 points 9th,Switzerland
Poland,NA,15,18,18,14,23,,19th,Switzerland
Portugal,NA,11,12,21,11,7,,7 points 4th,Switzerland
Serbia,NA,23,16,16,6,17,,1 point 10th,Switzerland
Slovenia,NA,14,19,24,18,19,,23rd,Switzerland
Spain,NA,19,3,4,25,8,3 points,20th,Switzerland
Sweden,NA,2,5,13,12,4,6 points,5 points 6th,Switzerland
Ukraine,NA,4,15,11,5,22,,12th,Switzerland
United Kingdom,NA,16,22,20,19,24,,25th,Switzerland
Albania,NA,23,25,20,15,20,,25th,Ukraine
Armenia,NA,21,19,14,8,15,,18th,Ukraine
Australia,NA,3,1,1,6,11,8 points,13th,Ukraine
Austria,NA,17,10,7,11,14,,21st,Ukraine
Belgium,NA,25,23,25,25,25,,20th,Ukraine
Croatia,NA,11,12,19,24,24,,8 points 3rd,Ukraine
Cyprus,NA,19,18,17,14,13,,16th,Ukraine
Czechia,NA,2,2,5,7,3,7 points,2 points 9th,Ukraine
Estonia,NA,12,4,6,9,5,5 points,11th,Ukraine
Finland,NA,13,14,21,18,21,,10 points 2nd,Ukraine
France,NA,14,9,12,22,18,,12th,Ukraine
Germany,NA,24,22,23,20,8,,15th,Ukraine
Israel,NA,7,8,8,13,12,1 point,1 point 10th,Ukraine
Italy,NA,4,13,10,16,10,2 points,19th,Ukraine
Lithuania,NA,5,3,3,4,1,10 points,4 points 7th,Ukraine
Moldova,NA,18,16,18,21,22,,6 points 5th,Ukraine
Norway,NA,20,21,22,19,16,,7 points 4th,Ukraine
Poland,NA,10,5,4,3,2,6 points,12 points 1st,Ukraine
Portugal,NA,16,20,9,10,17,,22nd,Ukraine
Serbia,NA,22,24,24,23,23,,23rd,Ukraine
Slovenia,NA,8,11,15,5,7,3 points,14th,Ukraine
Spain,NA,15,17,16,2,19,,24th,Ukraine
Sweden,NA,1,7,2,1,6,12 points,3 points 8th,Ukraine
Switzerland,NA,6,15,11,12,9,,17th,Ukraine
United Kingdom,NA,9,6,13,17,4,4 points,5 points 6th,Ukraine
Albania,NA,14,11,15,13,2,,17th,United Kingdom
Armenia,NA,5,7,9,12,9,3 points,25th,United Kingdom
Australia,NA,2,5,2,1,14,10 points,2 points 9th,United Kingdom
Austria,NA,13,19,12,4,16,,12th,United Kingdom
Belgium,NA,6,14,5,3,6,7 points,6 points 5th,United Kingdom
Croatia,NA,24,25,25,25,25,,13th,United Kingdom
Cyprus,NA,7,9,11,11,13,,11th,United Kingdom
Czechia,NA,16,20,17,10,20,,19th,United Kingdom
Estonia,NA,25,3,7,8,7,6 points,20th,United Kingdom
Finland,NA,22,21,16,21,23,,12 points 1st,United Kingdom
France,NA,19,16,14,20,5,,18th,United Kingdom
Germany,NA,15,22,23,24,22,,15th,United Kingdom
Israel,NA,10,6,3,16,11,4 points,3 points 8th,United Kingdom
Italy,NA,11,12,8,15,3,2 points,14th,United Kingdom
Lithuania,NA,4,1,10,9,4,8 points,10 points 2nd,United Kingdom
Moldova,NA,20,24,21,14,18,,1 point 10th,United Kingdom
Norway,NA,8,15,4,7,17,,7 points 4th,United Kingdom
Poland,NA,12,18,13,18,10,,8 points 3rd,United Kingdom
Portugal,NA,17,13,18,22,15,,21st,United Kingdom
Serbia,NA,18,23,24,23,24,,24th,United Kingdom
Slovenia,NA,21,4,6,19,8,1 point,22nd,United Kingdom
Spain,NA,3,8,19,5,19,5 points,23rd,United Kingdom
Sweden,NA,1,2,1,2,1,12 points,5 points 6th,United Kingdom
Switzerland,NA,23,10,22,17,12,,16th,United Kingdom
Ukraine,NA,9,17,20,6,21,,4 points 7th,United Kingdom
